descripcion,monto,categoria,es_gasto_hormiga,fuente
"Pagos anuales en guarderías o salacunas: matrícula, materiales, etc",7775,Fijos,False,DANE_ENIG_2006_2007
Cuidado de niños fuera del hogar (niñeras fuera del hogar),48739,Fijos,False,DANE_ENIG_2006_2007
Pago mensual por seguridad social en salud en regímenes contributivo o especial,68816,Fijos,False,DANE_ENIG_2006_2007
"Pagos adicionales de EPS, diferentes al nucleo familiar (UPC)",42868,Fijos,False,DANE_ENIG_2006_2007
Pago mensual por afiliación al fondo de pensiones,45039,Fijos,False,DANE_ENIG_2006_2007
Aportes voluntarios a fondos de pensiones y cesantías,133970,Fijos,False,DANE_ENIG_2006_2007
Seguro de vida y de educación (ahorro programado),18952,Fijos,False,DANE_ENIG_2006_2007
"Seguro relacionado con la vivienda (robo, incendio, terremoto, terrorismo, etc)",11628,Fijos,False,DANE_ENIG_2006_2007
Pago anual por medicina prepagada,133501,Fijos,False,DANE_ENIG_2006_2007
Seguro estudiantil,1376,Fijos,False,DANE_ENIG_2006_2007
"Seguros relacionados con la salud: Médico, Maternidad, Neonatal, ambulancia, de accidentes, etc.",13241,Fijos,False,DANE_ENIG_2006_2007
Pago de Seguro Obligatorio SOAT,18141,Fijos,False,DANE_ENIG_2006_2007
Pago de Seguro de vehículos contra todo riesgo,62942,Fijos,False,DANE_ENIG_2006_2007
"Otros Seguros relacionados con el transporte: Seguro de Vuelo, Seguro de viaje y equipaje",156245,Fijos,False,DANE_ENIG_2006_2007
Otros seguros: Seguros de responsabilidad civil por lesiones o daños a terceros,7134,Fijos,False,DANE_ENIG_2006_2007
Pago de póliza de cumplimiento por contrato a término fijo,90363,Fijos,False,DANE_ENIG_2006_2007
Comisiones bancarias por transferencias y giros,12642,Fijos,False,DANE_ENIG_2006_2007
"Compra, custodia y corretaje de valores, títulos financieros, CDT´s y acciones",782774,Fijos,False,DANE_ENIG_2006_2007
Cuota de manejo de tarjeta débito o crédito,18722,Fijos,False,DANE_ENIG_2006_2007
Cuotas por crédito para adquisición de vehículos,462073,Fijos,False,DANE_ENIG_2006_2007
"Cuotas o pagos por préstamos de consumo realizados a Bancos, Cooperativas y Fondos (excluir cuotas d",360602,Fijos,False,DANE_ENIG_2006_2007
"Pago del ultimo recibo por tarjetas de crédito (Diners, Credibanco, Visa, etc.),",301214,Fijos,False,DANE_ENIG_2006_2007
Cuotas de amortización de vivienda para uso del hogar diferentes a la que habita,533864,Fijos,False,DANE_ENIG_2006_2007
Cuotas mensuales por adquisición de bienes raíces diferentes a vivienda,379504,Fijos,False,DANE_ENIG_2006_2007
Cuotas o pagos por préstamos adquiridos con particulares y organizaciones del sector no financiero,189294,Fijos,False,DANE_ENIG_2006_2007
Compra de vivienda,5206996,Fijos,False,DANE_ENIG_2006_2007
"Compra de terrenos, lotes, locales, fincas, parcelas y similares",765907,Fijos,False,DANE_ENIG_2006_2007
Dineros ahorrados el último mes,669219,Fijos,False,DANE_ENIG_2006_2007
Dineros dados en préstamo a otras personas,535021,Fijos,False,DANE_ENIG_2006_2007
Otros Servicios de Intermediación Financiera,454164,Fijos,False,DANE_ENIG_2006_2007
"Cuota de amortización de la vivienda propia, pagándose que habita el hogar",382026,Fijos,False,DANE_ENIG_2006_2007
"Pagos a bancos e instituciones financieras, casas de cambios, etc, por chequeras",100638,Fijos,False,DANE_ENIG_2006_2007
Cuotas o pagos directos a almacenes y distribuidores por compras a crédito (cluye tarjetas de crédit,108440,Fijos,False,DANE_ENIG_2006_2007
"Honorarios y cargos por servicios de agentes, asesores de inversión, consultores",51097,Fijos,False,DANE_ENIG_2006_2007
"Pagos de honorarios por: asesoría jurídicas, contratación de personal para el hogar, agencias matrim",49918,Fijos,False,DANE_ENIG_2006_2007
Pago por publicación en el diario oficial por contrato a término fijo,150238,Fijos,False,DANE_ENIG_2006_2007
"Certificados y documentos administrativos: Cédula de ciudadanía, pasaporte, visas, tarjetas profesio",10296,Fijos,False,DANE_ENIG_2006_2007
"Cuotas a asociaciones profesionales, partidos políticos, juntas de acción comunal, aportes y donacio",49969,Fijos,False,DANE_ENIG_2006_2007
Cuotas a instituciones religiosas y diezmo,37709,Fijos,False,DANE_ENIG_2006_2007
"Derechos religiosos y civiles por entierros,matrimonios, gastos en pompas fúnebres y en otros servic",17867,Fijos,False,DANE_ENIG_2006_2007
Pago por noticias y anuncios en la prensa y en páginas web,4843,Fijos,False,DANE_ENIG_2006_2007
Pago por servicio de baños públicos,3738,Fijos,False,DANE_ENIG_2006_2007
"Servicio de fotocopias, reducciones, ampliaciones, laminaciones, argollados, impresión de hojas y do",10611,Fijos,False,DANE_ENIG_2006_2007
Servicio de coteros o cargadores,5575,Fijos,False,DANE_ENIG_2006_2007
Impuesto predial y de valorización de la(s) vivienda(s) ocupada(s) por el hogar,18390,Fijos,False,DANE_ENIG_2006_2007
Impuestos del vehiculo,22392,Fijos,False,DANE_ENIG_2006_2007
Impuesto de renta,29781,Fijos,False,DANE_ENIG_2006_2007
Otros impuestos (impuesto de timbre),7846,Fijos,False,DANE_ENIG_2006_2007
"Impuesto de industria, comercio y avisos -ICA- o impuesto al valor agregado -IVA",58386,Fijos,False,DANE_ENIG_2006_2007
Pago o descuento por retención en la fuente,95140,Fijos,False,DANE_ENIG_2006_2007
Pago o descuento por fondo de solidaridad pensional,26005,Fijos,False,DANE_ENIG_2006_2007
Mesadas a estudiantes y personas no perceptoras de ingresos para gastos diarios,59568,Fijos,False,DANE_ENIG_2006_2007
Remesas de dinero a otros hogares para sostenimiento de personas a cargo del hogar,247262,Fijos,False,DANE_ENIG_2006_2007
"Planes de protección social a personas ajenas al hogar (Plan Canitas, Gotas de agua)",4507,Fijos,False,DANE_ENIG_2006_2007
Arroz para seco,21134,Salidas,False,DANE_ENIG_2006_2007
Arroz para sopa,822,Salidas,True,DANE_ENIG_2006_2007
Arroz integral,1849,Salidas,True,DANE_ENIG_2006_2007
"Pastas o fideos para sopa: letras, conchitas, etc.",1763,Salidas,True,DANE_ENIG_2006_2007
"Pastas para seco: espaguetis, raviolis, macarrones, tallarines, etc.",3267,Salidas,True,DANE_ENIG_2006_2007
Avena molida,959,Salidas,True,DANE_ENIG_2006_2007
Avena en hojuelas,1116,Salidas,True,DANE_ENIG_2006_2007
Cebada perlada,365,Salidas,True,DANE_ENIG_2006_2007
Cuchuco de cebada,415,Salidas,True,DANE_ENIG_2006_2007
Cuchuco de trigo,258,Salidas,True,DANE_ENIG_2006_2007
Harina de trigo,1195,Salidas,True,DANE_ENIG_2006_2007
Salvado de trigo,465,Salidas,True,DANE_ENIG_2006_2007
"Maíz blanco, amarillo, trillado, peto, porva, pira, millo",1761,Salidas,True,DANE_ENIG_2006_2007
Cuchuco de maíz,474,Salidas,True,DANE_ENIG_2006_2007
Harina de maíz,2108,Salidas,True,DANE_ENIG_2006_2007
Harina precocida de maíz,2159,Salidas,True,DANE_ENIG_2006_2007
Fécula de maíz (Maizena),570,Salidas,True,DANE_ENIG_2006_2007
"Harina para preparar tortas, natilla, buñuelos, etc.",874,Salidas,True,DANE_ENIG_2006_2007
Harina para coladas,631,Salidas,True,DANE_ENIG_2006_2007
Almidones de papa o yuca,560,Salidas,True,DANE_ENIG_2006_2007
"Cereales: cornflakes, rice krispis, Zucaritas, Zucosos, fruit loops, trix",3456,Salidas,True,DANE_ENIG_2006_2007
Cereales para la alimentación infantil,1244,Salidas,True,DANE_ENIG_2006_2007
"Ajonjolí, soya",704,Salidas,True,DANE_ENIG_2006_2007
"Masas para la preparación de productos de panadería o pastelería (trigo, maíz, soya)",2651,Salidas,True,DANE_ENIG_2006_2007
Arepas crudas o precocidas,10280,Salidas,False,DANE_ENIG_2006_2007
"Bollos y envueltos precocidos, quiches, tamales",7348,Salidas,True,DANE_ENIG_2006_2007
"Gérmen de trigo, lecitina, levadura de cerveza (alimentos naturistas)",662,Salidas,True,DANE_ENIG_2006_2007
"Comidas preparadas precocidas a base de cereales (lasagna, pizza, empanadas)",4117,Salidas,True,DANE_ENIG_2006_2007
Carve,435,Salidas,True,DANE_ENIG_2006_2007
"Pan corriente, con queso, aliñado, mogolla, relleno, pan de coco, calado, tajado, árabe",17315,Salidas,False,DANE_ENIG_2006_2007
Pan francés,6505,Salidas,True,DANE_ENIG_2006_2007
Pan integral,5021,Salidas,True,DANE_ENIG_2006_2007
Galletas de sal,5075,Salidas,True,DANE_ENIG_2006_2007
Galletas de dulce (de panadería y de paquete),3168,Salidas,True,DANE_ENIG_2006_2007
Galletas integrales (de panadería y de paquete),1326,Salidas,True,DANE_ENIG_2006_2007
"Otros productos de panadería no mencionados previamente: brownies, obleas, ponques",9446,Salidas,True,DANE_ENIG_2006_2007
Carne de res sin hueso o pulpa,47599,Salidas,False,DANE_ENIG_2006_2007
Carne de res con hueso,13642,Salidas,False,DANE_ENIG_2006_2007
Hueso de res,6092,Salidas,True,DANE_ENIG_2006_2007
Carne molida de res,6405,Salidas,True,DANE_ENIG_2006_2007
Lengua de res,2917,Salidas,True,DANE_ENIG_2006_2007
"Hígado, riñones, corazón, sesos, tripa y otras vísceras de res",6258,Salidas,True,DANE_ENIG_2006_2007
"Patas, manos, cola y cabeza de res",1389,Salidas,True,DANE_ENIG_2006_2007
Carne de cerdo sin hueso o pulpa,22230,Salidas,False,DANE_ENIG_2006_2007
Carne de cerdo con hueso,7239,Salidas,True,DANE_ENIG_2006_2007
Carne molida de cerdo,2020,Salidas,True,DANE_ENIG_2006_2007
Hueso de cerdo (espinazo y otros huesos),1928,Salidas,True,DANE_ENIG_2006_2007
Tocino y garra,4035,Salidas,True,DANE_ENIG_2006_2007
"Hígado, riñones, corazón, tripa y otras vísceras de cerdo",2465,Salidas,True,DANE_ENIG_2006_2007
"Patas, manos, cola y cabeza de cerdo",1287,Salidas,True,DANE_ENIG_2006_2007
Gallina o pollo vivo,5755,Salidas,True,DANE_ENIG_2006_2007
Carne de gallina o de pollo (entero o en presas),29937,Salidas,False,DANE_ENIG_2006_2007
"Carne de pavo, pichón, zuro, palomo, pato, ganso, codorniz",4036,Salidas,True,DANE_ENIG_2006_2007
Menudencias de gallina o pollo,2789,Salidas,True,DANE_ENIG_2006_2007
"Carne de conejo, liebre, curí o cuy",5103,Salidas,True,DANE_ENIG_2006_2007
"Carne de cordero, chivo, cabro",4473,Salidas,True,DANE_ENIG_2006_2007
Carne de chigüiro,1458,Salidas,True,DANE_ENIG_2006_2007
Carne de caballo,5411,Salidas,True,DANE_ENIG_2006_2007
"Carne preparada de pavo, pollo,cerdo, lomo ahumado",5626,Salidas,True,DANE_ENIG_2006_2007
Mortadela,3292,Salidas,True,DANE_ENIG_2006_2007
Salchichas,8555,Salidas,True,DANE_ENIG_2006_2007
Jamón y jamoneta,5216,Salidas,True,DANE_ENIG_2006_2007
Chorizo,4102,Salidas,True,DANE_ENIG_2006_2007
Tocineta,2314,Salidas,True,DANE_ENIG_2006_2007
Hamburguesa,3288,Salidas,True,DANE_ENIG_2006_2007
"Otros embutidos (longaniza, butifarra, génovas, salchichón, salami, cábanos, patés, etc.)",3243,Salidas,True,DANE_ENIG_2006_2007
Carnes frías enlatadas,2970,Salidas,True,DANE_ENIG_2006_2007
"Otros alimentos no especificados: Hormigas culonas, etc.",7735,Salidas,True,DANE_ENIG_2006_2007
Pescado de río fresco o congelado,16468,Salidas,False,DANE_ENIG_2006_2007
Pescado de mar fresco o congelado,11804,Salidas,False,DANE_ENIG_2006_2007
Camarones frescos o congelados,3275,Salidas,True,DANE_ENIG_2006_2007
"Pescado y crustáceos enlatados (sardinas, atún, salmón, mejillones)",7771,Salidas,True,DANE_ENIG_2006_2007
"Otros mariscos, crustáceos y moluscos frescos o congelados",6964,Salidas,True,DANE_ENIG_2006_2007
Otros productos de pescado y derivados,1147,Salidas,True,DANE_ENIG_2006_2007
Leche natural,10458,Salidas,False,DANE_ENIG_2006_2007
"Leche pasteurizada (entera, descremada, semidescremada, deslactosada, maternizada)",19081,Salidas,False,DANE_ENIG_2006_2007
"Leche larga vida (entera, descremada, semidescremada, deslactosada, maternizada)",21099,Salidas,False,DANE_ENIG_2006_2007
Leche en polvo para lactantes,17491,Salidas,False,DANE_ENIG_2006_2007
"Leche en polvo (entera, descremada, semidescremada, maternizada)",13013,Salidas,False,DANE_ENIG_2006_2007
Queso campesino,12398,Salidas,False,DANE_ENIG_2006_2007
Queso doble crema,7914,Salidas,True,DANE_ENIG_2006_2007
"Otros quesos: pera, mozarella, paipa, parmesano, etc.",1545,Salidas,True,DANE_ENIG_2006_2007
"Cuajada, Quesillo",3000,Salidas,True,DANE_ENIG_2006_2007
"Leche condensada, leche condesada y evaporada",1290,Salidas,True,DANE_ENIG_2006_2007
Crema de leche,1759,Salidas,True,DANE_ENIG_2006_2007
Yoghurt,11154,Salidas,False,DANE_ENIG_2006_2007
Kumis,2589,Salidas,True,DANE_ENIG_2006_2007
Suero costeño,4023,Salidas,True,DANE_ENIG_2006_2007
Natas,1129,Salidas,True,DANE_ENIG_2006_2007
Postres lácteos,2690,Salidas,True,DANE_ENIG_2006_2007
Bebidas lácteas saborizadas no achocolatadas,2059,Salidas,True,DANE_ENIG_2006_2007
Productos lácteos que no contengan leche animal: leche de soya,799,Salidas,True,DANE_ENIG_2006_2007
Huevos de gallina y otras aves,12876,Salidas,False,DANE_ENIG_2006_2007
Huevos de iguana y de tortuga,450,Salidas,True,DANE_ENIG_2006_2007
"Aceite de girasol, maíz, soya y palma",14224,Salidas,False,DANE_ENIG_2006_2007
Aceite de oliva,2926,Salidas,True,DANE_ENIG_2006_2007
"Otros aceites comestibles: canola, cacahuete, coco, almendras, dietéticos, etc.",474,Salidas,True,DANE_ENIG_2006_2007
Mantequilla de vaca,1951,Salidas,True,DANE_ENIG_2006_2007
Margarinas,1563,Salidas,True,DANE_ENIG_2006_2007
Manteca vegetal,801,Salidas,True,DANE_ENIG_2006_2007
Manteca de cerdo,437,Salidas,True,DANE_ENIG_2006_2007
"Otras grasas y aceites (aceite de pescado y otros animales marinos, mantequilla de maní)",325,Salidas,True,DANE_ENIG_2006_2007
Naranjas,4713,Salidas,True,DANE_ENIG_2006_2007
Limones,1978,Salidas,True,DANE_ENIG_2006_2007
Mandarinas,2454,Salidas,True,DANE_ENIG_2006_2007
Toronjas,386,Salidas,True,DANE_ENIG_2006_2007
Limas,231,Salidas,True,DANE_ENIG_2006_2007
Cidras,285,Salidas,True,DANE_ENIG_2006_2007
Bananos,3403,Salidas,True,DANE_ENIG_2006_2007
Manzanas,4252,Salidas,True,DANE_ENIG_2006_2007
Peras,2055,Salidas,True,DANE_ENIG_2006_2007
Melones,1976,Salidas,True,DANE_ENIG_2006_2007
Mango,3534,Salidas,True,DANE_ENIG_2006_2007
Guayabas,3163,Salidas,True,DANE_ENIG_2006_2007
Guanábanas,1729,Salidas,True,DANE_ENIG_2006_2007
Zapotes,796,Salidas,True,DANE_ENIG_2006_2007
Tamarindo,855,Salidas,True,DANE_ENIG_2006_2007
Tomate de árbol,3748,Salidas,True,DANE_ENIG_2006_2007
Moras,4346,Salidas,True,DANE_ENIG_2006_2007
Curubas,1676,Salidas,True,DANE_ENIG_2006_2007
Maracuyá,3494,Salidas,True,DANE_ENIG_2006_2007
Lulos,4423,Salidas,True,DANE_ENIG_2006_2007
Patilla o sandía,1280,Salidas,True,DANE_ENIG_2006_2007
Granadillas,1296,Salidas,True,DANE_ENIG_2006_2007
Piña,2543,Salidas,True,DANE_ENIG_2006_2007
Papaya,4473,Salidas,True,DANE_ENIG_2006_2007
Papayuela,565,Salidas,True,DANE_ENIG_2006_2007
Uvas (verdes y rojas),2191,Salidas,True,DANE_ENIG_2006_2007
Fresas,2554,Salidas,True,DANE_ENIG_2006_2007
Cocos,1232,Salidas,True,DANE_ENIG_2006_2007
Albaricoques,1263,Salidas,True,DANE_ENIG_2006_2007
Brevas,944,Salidas,True,DANE_ENIG_2006_2007
Duraznos,2446,Salidas,True,DANE_ENIG_2006_2007
Chontaduros,1965,Salidas,True,DANE_ENIG_2006_2007
Ciruelas,1180,Salidas,True,DANE_ENIG_2006_2007
Aguacate,4530,Salidas,True,DANE_ENIG_2006_2007
Mangostino,749,Salidas,True,DANE_ENIG_2006_2007
Kiwi,493,Salidas,True,DANE_ENIG_2006_2007
Feijoa,783,Salidas,True,DANE_ENIG_2006_2007
Higo,608,Salidas,True,DANE_ENIG_2006_2007
Chirimoya,501,Salidas,True,DANE_ENIG_2006_2007
Otras frutas frescas,8676,Salidas,True,DANE_ENIG_2006_2007
Frutas congeladas o en pulpa,6306,Salidas,True,DANE_ENIG_2006_2007
"Almendras y otras nueces (maní, cacahuete, pistacho, etc)",788,Salidas,True,DANE_ENIG_2006_2007
"Frutas deshidratadas y cristalizadas: peras, uvas y ciruelas pasas, etc",2376,Salidas,True,DANE_ENIG_2006_2007
Tomate,5687,Salidas,True,DANE_ENIG_2006_2007
Cebolla cabezona,4312,Salidas,True,DANE_ENIG_2006_2007
"Cebolla larga o en rama (bermuda, junca)",3390,Salidas,True,DANE_ENIG_2006_2007
Cebollin,1094,Salidas,True,DANE_ENIG_2006_2007
Zanahoria,3107,Salidas,True,DANE_ENIG_2006_2007
Remolacha,655,Salidas,True,DANE_ENIG_2006_2007
Pepino Cohombro,1230,Salidas,True,DANE_ENIG_2006_2007
Pimentón,1067,Salidas,True,DANE_ENIG_2006_2007
Pepino para guisar o rellenar,584,Salidas,True,DANE_ENIG_2006_2007
Nabos,797,Salidas,True,DANE_ENIG_2006_2007
Rábanos,480,Salidas,True,DANE_ENIG_2006_2007
Ajos,1257,Salidas,True,DANE_ENIG_2006_2007
Ají,993,Salidas,True,DANE_ENIG_2006_2007
Lechuga,1916,Salidas,True,DANE_ENIG_2006_2007
Espinaca,1167,Salidas,True,DANE_ENIG_2006_2007
Acelga,994,Salidas,True,DANE_ENIG_2006_2007
"Repollo, repollitas",1306,Salidas,True,DANE_ENIG_2006_2007
Coliflor,1467,Salidas,True,DANE_ENIG_2006_2007
Brócoli,959,Salidas,True,DANE_ENIG_2006_2007
Coles (tallos),213,Salidas,True,DANE_ENIG_2006_2007
Apio en rama,737,Salidas,True,DANE_ENIG_2006_2007
Alcachofas,1015,Salidas,True,DANE_ENIG_2006_2007
Espárragos,313,Salidas,True,DANE_ENIG_2006_2007
Ahuyama,1548,Salidas,True,DANE_ENIG_2006_2007
Calabaza,782,Salidas,True,DANE_ENIG_2006_2007
Calabacín,1070,Salidas,True,DANE_ENIG_2006_2007
Fríjol verde en vaina,1708,Salidas,True,DANE_ENIG_2006_2007
Fríjol verde desgranado,1918,Salidas,True,DANE_ENIG_2006_2007
Arveja verde en vaina,3763,Salidas,True,DANE_ENIG_2006_2007
Arveja verde desgranada,4367,Salidas,True,DANE_ENIG_2006_2007
Habas verdes en vaina,892,Salidas,True,DANE_ENIG_2006_2007
Habas verdes desgranadas,945,Salidas,True,DANE_ENIG_2006_2007
Habichuelas,3102,Salidas,True,DANE_ENIG_2006_2007
Mazorcas y maíz dulce,2327,Salidas,True,DANE_ENIG_2006_2007
Berenjenas,965,Salidas,True,DANE_ENIG_2006_2007
Champiñones y otros hongos comestibles,2034,Salidas,True,DANE_ENIG_2006_2007
