descripcion,monto,categoria,es_gasto_hormiga,fuente,peso,X
sueldo part time octubre,600000,ingreso_trabajo,False,synthetic,1,sueldo part time octubre monto:alto
spotify familia agosto,26900,tecnologia,True,synthetic,1,spotify familia agosto monto:bajo
freelance asesoría,500000,ingreso_trabajo,False,synthetic,1,freelance asesoría monto:alto
yuca y platano semanal,18000,alimentacion,False,synthetic,1,yuca y platano semanal monto:bajo
uber desde el trabajo,26703,alimentacion,True,synthetic,1,uber desde el trabajo monto:bajo
pago eps diciembre,280000,servicios,False,synthetic,1,pago eps diciembre monto:alto
recibo gas septiembre,57982,servicios,False,synthetic,1,recibo gas septiembre monto:medio
cuota tarjeta scotiabank,400000,servicios,False,synthetic,1,cuota tarjeta scotiabank monto:alto
colonia en la tienda,124006,alimentacion,False,synthetic,1,colonia en la tienda monto:medio
clases de baile,150000,tecnologia,False,synthetic,1,clases de baile monto:alto
churrasco en restaurante,52263,alimentacion,False,synthetic,1,churrasco en restaurante monto:medio
toallas baño,53492,alimentacion,False,synthetic,1,toallas baño monto:medio
xbox game pass noviembre,29900,tecnologia,False,synthetic,1,xbox game pass noviembre monto:bajo
huevos por cubeta,14000,alimentacion,False,synthetic,1,huevos por cubeta monto:bajo
collar y correa,32360,alimentacion,False,synthetic,1,collar y correa monto:medio
uber de madrugada,35000,alimentacion,True,synthetic,1,uber de madrugada monto:medio
pensión vejez abril,1500000,ingreso_trabajo,False,synthetic,1,pensión vejez abril monto:alto
quincena agosto,600000,ingreso_trabajo,False,synthetic,1,quincena agosto monto:alto
cuota tarjeta bbva,250000,servicios,False,synthetic,1,cuota tarjeta bbva monto:alto
raspa y gana,5235,alimentacion,True,synthetic,1,raspa y gana monto:bajo
libro fisico libreria,46905,alimentacion,False,synthetic,1,libro fisico libreria monto:medio
icloud 5gb marzo,7900,tecnologia,True,synthetic,1,icloud 5gb marzo monto:bajo
xbox game pass febrero,29900,tecnologia,False,synthetic,1,xbox game pass febrero monto:bajo
almohada nueva,64581,alimentacion,False,synthetic,1,almohada nueva monto:medio
icloud 5gb julio,35900,tecnologia,True,synthetic,1,icloud 5gb julio monto:medio
pensión vejez mayo,2000000,ingreso_trabajo,False,synthetic,1,pensión vejez mayo monto:alto
pescado fresco,33981,alimentacion,False,synthetic,1,pescado fresco monto:medio
escoba y trapero,35000,alimentacion,False,synthetic,1,escoba y trapero monto:medio
pandebono de la panaderia,2500,alimentacion,True,synthetic,1,pandebono de la panaderia monto:bajo
gym el gym febrero,110000,tecnologia,False,synthetic,1,gym el gym febrero monto:medio
onces semana,9145,alimentacion,True,synthetic,1,onces semana monto:bajo
vajilla,180000,alimentacion,False,synthetic,1,vajilla monto:alto
pension universidad mayo,2500000,servicios,False,synthetic,1,pension universidad mayo monto:alto
cappuccino oma,11000,alimentacion,True,synthetic,1,cappuccino oma monto:bajo
latte en juan valdez,12500,alimentacion,True,synthetic,1,latte en juan valdez monto:bajo
arriendos recibidos abril,400000,ingreso_trabajo,False,synthetic,1,arriendos recibidos abril monto:alto
cuota hipoteca nequi,800000,servicios,False,synthetic,1,cuota hipoteca nequi monto:alto
asado dominguero,297177,alimentacion,False,synthetic,1,asado dominguero monto:alto
quincena febrero,1500000,ingreso_trabajo,False,synthetic,1,quincena febrero monto:alto
carbón y leña asado,25000,alimentacion,True,synthetic,1,carbón y leña asado monto:bajo
jugo de naranja en el puesto,3000,alimentacion,True,synthetic,1,jugo de naranja en el puesto monto:bajo
gaseosa de espinaca,2541,alimentacion,True,synthetic,1,gaseosa de espinaca monto:bajo
bono productividad junio,350000,ingreso_trabajo,False,synthetic,1,bono productividad junio monto:alto
almohada nueva,63926,alimentacion,False,synthetic,1,almohada nueva monto:medio
mecato noche,5273,alimentacion,True,synthetic,1,mecato noche monto:bajo
visita al pueblo,292723,alimentacion,False,synthetic,1,visita al pueblo monto:alto
youtube premium,18900,tecnologia,False,synthetic,1,youtube premium monto:bajo
yuca y platano semanal,15482,alimentacion,False,synthetic,1,yuca y platano semanal monto:bajo
pago proyecto,750000,ingreso_trabajo,False,synthetic,1,pago proyecto monto:alto
recibo gas septiembre,61498,servicios,False,synthetic,1,recibo gas septiembre monto:medio
aporte pensión diciembre,400000,servicios,False,synthetic,1,aporte pensión diciembre monto:alto
pastel de navidad,72771,alimentacion,False,synthetic,1,pastel de navidad monto:medio
ingreso uber driver junio,800000,ingreso_trabajo,False,synthetic,1,ingreso uber driver junio monto:alto
indriver al el éxito,18593,alimentacion,True,synthetic,1,indriver al el éxito monto:bajo
suscripcion app enero,14900,tecnologia,True,synthetic,1,suscripcion app enero monto:bajo
entrada parque de diversiones,85000,alimentacion,True,synthetic,1,entrada parque de diversiones monto:medio
arriendo marzo,1100000,servicios,False,synthetic,1,arriendo marzo monto:alto
regalo quince años,210453,alimentacion,False,synthetic,1,regalo quince años monto:alto
lotería sábado,4349,alimentacion,True,synthetic,1,lotería sábado monto:bajo
papas salchipapa semana,7444,alimentacion,True,synthetic,1,papas salchipapa semana monto:bajo
vpn premium mensual,25000,tecnologia,True,synthetic,1,vpn premium mensual monto:bajo
honorarios desarrollo web enero,800000,ingreso_trabajo,False,synthetic,1,honorarios desarrollo web enero monto:alto
papeleria oficina,68396,alimentacion,False,synthetic,1,papeleria oficina monto:medio
collar y correa,37621,alimentacion,False,synthetic,1,collar y correa monto:medio
veterinario consulta,128357,alimentacion,False,synthetic,1,veterinario consulta monto:medio
tiquete latam bogota cali,181819,alimentacion,False,synthetic,1,tiquete latam bogota cali monto:alto
transferencia bancolombia,504650,alimentacion,False,synthetic,1,transferencia bancolombia monto:alto
croissant de la panaderia,4500,alimentacion,True,synthetic,1,croissant de la panaderia monto:bajo
mecato mañana,3657,alimentacion,True,synthetic,1,mecato mañana monto:bajo
arepa con chocolate,5779,alimentacion,True,synthetic,1,arepa con chocolate monto:bajo
gelatina postobón,3000,alimentacion,True,synthetic,1,gelatina postobón monto:bajo
plan celular claro,55000,servicios,False,synthetic,1,plan celular claro monto:medio
administración edificio abril,180000,servicios,False,synthetic,1,administración edificio abril monto:alto
pandebono jueves,2914,alimentacion,True,synthetic,1,pandebono jueves monto:bajo
helado de coco,4514,alimentacion,True,synthetic,1,helado de coco monto:bajo
internet movistar abril,89900,servicios,False,synthetic,1,internet movistar abril monto:medio
buñuelo la tarde,1171,alimentacion,True,synthetic,1,buñuelo la tarde monto:bajo
pension colegio mayo,350000,servicios,False,synthetic,1,pension colegio mayo monto:alto
pension colegio julio,350000,servicios,False,synthetic,1,pension colegio julio monto:alto
canva pro abril,49900,tecnologia,True,synthetic,1,canva pro abril monto:medio
arepa con mantequilla,7413,alimentacion,True,synthetic,1,arepa con mantequilla monto:bajo
prime video mayo,14900,tecnologia,False,synthetic,1,prime video mayo monto:bajo
transferencia bancolombia de hoy,425943,alimentacion,False,synthetic,1,transferencia bancolombia de hoy monto:alto
cena jueves,34103,alimentacion,True,synthetic,1,cena jueves monto:medio
gym body tech marzo,150000,tecnologia,False,synthetic,1,gym body tech marzo monto:alto
concierto maluma,274135,alimentacion,False,synthetic,1,concierto maluma monto:alto
cuota tarjeta davivienda,400000,servicios,False,synthetic,1,cuota tarjeta davivienda monto:alto
alquiler de sillas y mesas,174509,alimentacion,False,synthetic,1,alquiler de sillas y mesas monto:alto
seguro vida diciembre,50000,servicios,False,synthetic,1,seguro vida diciembre monto:medio
recarga claro datos,25000,alimentacion,True,synthetic,1,recarga claro datos monto:bajo
pago proyecto freelance,800000,ingreso_trabajo,False,synthetic,1,pago proyecto freelance monto:alto
almuerzo jueves,17679,alimentacion,True,synthetic,1,almuerzo jueves monto:bajo
tragos martes,95038,alimentacion,True,synthetic,1,tragos martes monto:medio
chance jueves,5771,alimentacion,True,synthetic,1,chance jueves monto:bajo
netflix con anuncios enero,29900,tecnologia,False,synthetic,1,netflix con anuncios enero monto:bajo
transferencia familia diciembre,300000,ingreso_trabajo,False,synthetic,1,transferencia familia diciembre monto:alto
almohada nueva,59498,alimentacion,False,synthetic,1,almohada nueva monto:medio
jeans en arturo calle para el trabajo,234757,alimentacion,False,synthetic,1,jeans en arturo calle para el trabajo monto:alto
pre entreno,95000,alimentacion,True,synthetic,1,pre entreno monto:medio
pension colegio marzo,250000,servicios,False,synthetic,1,pension colegio marzo monto:alto
quincena mayo,2500000,ingreso_trabajo,False,synthetic,1,quincena mayo monto:alto
retiro espiritual,200000,alimentacion,False,synthetic,1,retiro espiritual monto:alto
indriver al la terminal,16625,alimentacion,True,synthetic,1,indriver al la terminal monto:bajo
freelance fotografía,200000,ingreso_trabajo,False,synthetic,1,freelance fotografía monto:alto
resma papel del mes,31981,alimentacion,False,synthetic,1,resma papel del mes monto:medio
tragos sábado,77212,alimentacion,True,synthetic,1,tragos sábado monto:medio
camarones al ajillo,53090,alimentacion,False,synthetic,1,camarones al ajillo monto:medio
seguro soat febrero,65000,servicios,False,synthetic,1,seguro soat febrero monto:medio
internet movistar enero,79900,servicios,False,synthetic,1,internet movistar enero monto:medio
venta carro,100000,ingreso_trabajo,False,synthetic,1,venta carro monto:medio
microsoft 365 junio,65000,tecnologia,False,synthetic,1,microsoft 365 junio monto:medio
devolución iva enero,300000,ingreso_trabajo,False,synthetic,1,devolución iva enero monto:alto
colombiana con limón,3000,alimentacion,True,synthetic,1,colombiana con limón monto:bajo
helado de mango,2802,alimentacion,True,synthetic,1,helado de mango monto:bajo
arriendo febrero,950000,servicios,False,synthetic,1,arriendo febrero monto:alto
morral para el colegio,167324,alimentacion,False,synthetic,1,morral para el colegio monto:alto
disney plus diciembre,21900,tecnologia,False,synthetic,1,disney plus diciembre monto:bajo
recibo de luz codensa,110000,servicios,False,synthetic,1,recibo de luz codensa monto:medio
mercado en ara mensual,219700,alimentacion,False,synthetic,1,mercado en ara mensual monto:alto
cuota tarjeta daviplata,300000,servicios,False,synthetic,1,cuota tarjeta daviplata monto:alto
onces viernes,8425,alimentacion,True,synthetic,1,onces viernes monto:bajo
suscripcion app septiembre,19900,tecnologia,True,synthetic,1,suscripcion app septiembre monto:bajo
uber desde la casa,17983,alimentacion,True,synthetic,1,uber desde la casa monto:bajo
youtube premium abril,14900,tecnologia,False,synthetic,1,youtube premium abril monto:bajo
deuda con el prestamista,150000,servicios,False,synthetic,1,deuda con el prestamista monto:alto
pension colegio mayo,350000,servicios,False,synthetic,1,pension colegio mayo monto:alto
pizza dominos,48550,alimentacion,False,synthetic,1,pizza dominos monto:medio
parqueadero en el centro,8000,alimentacion,True,synthetic,1,parqueadero en el centro monto:bajo
lotería miércoles,4366,alimentacion,True,synthetic,1,lotería miércoles monto:bajo
arriendos recibidos septiembre,1000000,ingreso_trabajo,False,synthetic,1,arriendos recibidos septiembre monto:alto
arriendo junio,1200000,servicios,False,synthetic,1,arriendo junio monto:alto
pescado fresco,39700,alimentacion,False,synthetic,1,pescado fresco monto:medio
dulces tienda miércoles,3628,alimentacion,True,synthetic,1,dulces tienda miércoles monto:bajo
suscripcion app agosto,25000,tecnologia,True,synthetic,1,suscripcion app agosto monto:bajo
sueldo part time octubre,600000,ingreso_trabajo,False,synthetic,1,sueldo part time octubre monto:alto
mercado en jumbo,255743,alimentacion,False,synthetic,1,mercado en jumbo monto:alto
chorizo santaroseño,18000,alimentacion,True,synthetic,1,chorizo santaroseño monto:bajo
empanada de espinaca,2751,alimentacion,True,synthetic,1,empanada de espinaca monto:bajo
papa al por mayor,25926,alimentacion,False,synthetic,1,papa al por mayor monto:bajo
aporte pensión junio,200000,servicios,False,synthetic,1,aporte pensión junio monto:alto
disney plus noviembre,21900,tecnologia,False,synthetic,1,disney plus noviembre monto:bajo
sudadera para el gym,101046,alimentacion,False,synthetic,1,sudadera para el gym monto:medio
transferencia familia diciembre,500000,ingreso_trabajo,False,synthetic,1,transferencia familia diciembre monto:alto
seguro soat septiembre,55000,servicios,False,synthetic,1,seguro soat septiembre monto:medio
mecato de las 8,3195,alimentacion,True,synthetic,1,mecato de las 8 monto:bajo
camisa en studio f semanal,161320,alimentacion,False,synthetic,1,camisa en studio f semanal monto:alto
parqueadero oma,7224,alimentacion,True,synthetic,1,parqueadero oma monto:bajo
mecato de la tarde,5898,alimentacion,True,synthetic,1,mecato de la tarde monto:bajo
piñata,48979,alimentacion,False,synthetic,1,piñata monto:medio
cuota crédito davivienda,400000,servicios,False,synthetic,1,cuota crédito davivienda monto:alto
propina domicilio,4854,alimentacion,True,synthetic,1,propina domicilio monto:bajo
galletas wafer,2500,alimentacion,True,synthetic,1,galletas wafer monto:bajo
cuota hipoteca banco de bogotá,1800000,servicios,False,synthetic,1,cuota hipoteca banco de bogotá monto:alto
torta de cumpleaños quincenal,112445,alimentacion,False,synthetic,1,torta de cumpleaños quincenal monto:medio
xbox game pass abril,29900,tecnologia,False,synthetic,1,xbox game pass abril monto:bajo
cuota crédito itaú,750000,servicios,False,synthetic,1,cuota crédito itaú monto:alto
venta muebles,150000,ingreso_trabajo,False,synthetic,1,venta muebles monto:alto
ingreso uber driver diciembre,800000,ingreso_trabajo,False,synthetic,1,ingreso uber driver diciembre monto:alto
netflix premium febrero,17900,tecnologia,False,synthetic,1,netflix premium febrero monto:bajo
raspa y gana,9661,alimentacion,True,synthetic,1,raspa y gana monto:bajo
recibo acueducto diciembre,52169,servicios,False,synthetic,1,recibo acueducto diciembre monto:medio
almuerzo domingo,18788,alimentacion,True,synthetic,1,almuerzo domingo monto:bajo
plan celular etb,39900,servicios,False,synthetic,1,plan celular etb monto:medio
plan celular wom,39900,servicios,False,synthetic,1,plan celular wom monto:medio
clases de ingles julio,300000,tecnologia,False,synthetic,1,clases de ingles julio monto:alto
servicio tecnico celular,143462,alimentacion,False,synthetic,1,servicio tecnico celular monto:medio
desayuno lunes,17064,alimentacion,True,synthetic,1,desayuno lunes monto:bajo
arriendo abril,800000,servicios,False,synthetic,1,arriendo abril monto:alto
comision junio,500000,ingreso_trabajo,False,synthetic,1,comision junio monto:alto
